tweetid,username,text,lat,lon,city
238,@PublicHealthNow,"Traffic signal timing optimized for smoother flow in Charlotte, NC.",35.229828,-80.830176,"Charlotte, NC"
239,@ParksAndPeople,"Traffic signal timing optimized for smoother flow in Jacksonville, FL.",30.342601,-81.654872,"Jacksonville, FL"
240,@WaterWatchUSA,"Traffic signal timing optimized for smoother flow in Washington, DC.",38.90885,-77.04823,"Washington, DC"
241,@PolicyWatch,"Clean air campaign gains traction in Chicago, IL neighborhoods.",41.888726,-87.629511,"Chicago, IL"
242,@EduVoice,"Teachers in Phoenix, AZ receive innovation grants for classroom tech.",33.433091,-112.073389,"Phoenix, AZ"
243,@GeoInsights,"Open data portal in San Jose, CA now features live traffic feeds.",37.355549,-121.89636,"San Jose, CA"
244,@RideBetter,"Mental health awareness walk happening downtown Washington, DC this Saturday.",38.892619,-77.019895,"Washington, DC"
245,@ClimateActionUS,"City health department launches air quality dashboard in Boston, MA.",42.363183,-71.07271,"Boston, MA"
246,@SmartUrbanist,"Traffic signal timing optimized for smoother flow in Boston, MA.",42.371566,-71.061207,"Boston, MA"
247,@GreenPulse,"High school introduces new STEM lab in San Antonio, TX.",29.425103,-98.510773,"San Antonio, TX"
248,@UrbanMapper,"Transit ridership up 907% in Austin, TX after new pass program.",30.279414,-97.723522,"Austin, TX"
249,@OpenDataLab,"Clean air campaign gains traction in Miami, FL neighborhoods.",25.758004,-80.198104,"Miami, FL"
250,@GeoInsights,"IoT sensors deployed to monitor water leaks in Columbus, OH.",39.957255,-83.015672,"Columbus, OH"
251,@HealthMatters,"City health department launches air quality dashboard in Dallas, TX.",32.76104,-96.778547,"Dallas, TX"
252,@ClimateActionUS,"City health department launches air quality dashboard in Chicago, IL.",41.897718,-87.64948,"Chicago, IL"
253,@ClimateActionUS,"Electric buses roll out on city routes in Los Angeles, CA.",34.040407,-118.237345,"Los Angeles, CA"
254,@ClimateActionUS,"IoT sensors deployed to monitor water leaks in Miami, FL.",25.747293,-80.207785,"Miami, FL"
255,@UrbanResilience,"Open data portal in Charlotte, NC now features live traffic feeds.",35.223378,-80.827781,"Charlotte, NC"
256,@SmartUrbanist,"Volunteers removed 3,141 pounds of trash from rivers in San Francisco, CA.",37.791725,-122.436165,"San Francisco, CA"
257,@OpenDataLab,"University in San Diego, CA expands AI for sustainability courses.",32.69643,-117.145584,"San Diego, CA"
258,@ClimateActionUS,"Civic engagement workshop planned for youth in Seattle, WA.",47.61738,-122.329028,"Seattle, WA"
259,@EduVoice,"Public health team expands food safety inspections in Philadelphia, PA.",39.942655,-75.149005,"Philadelphia, PA"
260,@EdTechToday,"Community garden program expands to Austin, TX’s west side.",30.25423,-97.748571,"Austin, TX"
261,@GeoInsights,"Traffic signal timing optimized for smoother flow in New York, NY.",40.729733,-74.019843,"New York, NY"
262,@CityObserver,"Open data portal in San Antonio, TX now features live traffic feeds.",29.407226,-98.496316,"San Antonio, TX"
263,@ClimateActionUS,"Block party celebrates diverse neighborhoods in Dallas, TX.",32.781342,-96.811696,"Dallas, TX"
264,@NeighborhoodNews,"Traffic signal timing optimized for smoother flow in San Antonio, TX.",29.41036,-98.502448,"San Antonio, TX"
265,@SmartUrbanist,"Farmers market in San Antonio, TX adds local artisans this season.",29.440582,-98.474522,"San Antonio, TX"
266,@CityObserver,"Farmers market in Philadelphia, PA adds local artisans this season.",39.960681,-75.154435,"Philadelphia, PA"
267,@GreenPulse,"Electric buses roll out on city routes in Miami, FL.",25.774167,-80.191981,"Miami, FL"
268,@EduVoice,"Mental health awareness walk happening downtown San Antonio, TX this Saturday.",29.407682,-98.477504,"San Antonio, TX"
269,@SmartUrbanist,"Traffic signal timing optimized for smoother flow in Seattle, WA.",47.609707,-122.349695,"Seattle, WA"
270,@RideBetter,"Volunteers removed 2,570 pounds of trash from rivers in San Antonio, TX.",29.436893,-98.496423,"San Antonio, TX"
271,@PublicHealthNow,"Coding bootcamp enrollment surges in Los Angeles, CA.",34.058707,-118.239162,"Los Angeles, CA"
272,@EduVoice,"City health department launches air quality dashboard in Philadelphia, PA.",39.957402,-75.155587,"Philadelphia, PA"
273,@PublicHealthNow,"Clean air campaign gains traction in Miami, FL neighborhoods.",25.757863,-80.201091,"Miami, FL"
274,@GeoInsights,"Coding bootcamp enrollment surges in San Antonio, TX.",29.40579,-98.47992,"San Antonio, TX"
275,@TransitTracker,"New community clinic opens in Los Angeles, CA with extended evening hours. Access matters.",34.057186,-118.241952,"Los Angeles, CA"
276,@PolicyWatch,"Weekend rail service improved in New York, NY.",40.725983,-73.995378,"New York, NY"
277,@MobilityMatters,"Community garden program expands to Philadelphia, PA’s west side.",39.949748,-75.161928,"Philadelphia, PA"
278,@UrbanResilience,"Teachers in Houston, TX receive innovation grants for classroom tech.",29.754069,-95.354702,"Houston, TX"
279,@TransitTracker,"Urban tree canopy expansion adds shade in San Antonio, TX.",29.437903,-98.499779,"San Antonio, TX"
280,@PolicyWatch,"Clean air campaign gains traction in San Diego, CA neighborhoods.",32.725477,-117.161202,"San Diego, CA"
281,@CivicSense,"Volunteers removed 3,214 pounds of trash from rivers in Philadelphia, PA.",39.951384,-75.161071,"Philadelphia, PA"
282,@MobilityMatters,"Community garden program expands to Jacksonville, FL’s west side.",30.347105,-81.654116,"Jacksonville, FL"
283,@OpenDataLab,"Digital twin pilot launched for flood management in Phoenix, AZ.",33.432584,-112.072208,"Phoenix, AZ"
284,@CityObserver,"IoT sensors deployed to monitor water leaks in Dallas, TX.",32.790792,-96.810558,"Dallas, TX"
285,@ParksAndPeople,"Green infrastructure projects reduce flooding in San Francisco, CA.",37.76334,-122.42371,"San Francisco, CA"
286,@TransitTracker,"City installs smart streetlights to save energy in San Diego, CA.",32.719879,-117.178712,"San Diego, CA"
287,@ClimateActionUS,"Coding bootcamp enrollment surges in Chicago, IL.",41.870985,-87.63859,"Chicago, IL"
288,@PolicyWatch,"Block party celebrates diverse neighborhoods in San Francisco, CA.",37.779624,-122.43125,"San Francisco, CA"
289,@MobilityMatters,"Open data portal in Charlotte, NC now features live traffic feeds.",35.217617,-80.849001,"Charlotte, NC"
290,@CivicSense,"High school introduces new STEM lab in Dallas, TX.",32.793596,-96.804936,"Dallas, TX"
291,@ParksAndPeople,"Protected bike lanes expand downtown Philadelphia, PA.",39.945876,-75.147154,"Philadelphia, PA"
292,@MobilityMatters,"Community garden program expands to Austin, TX’s west side.",30.277872,-97.743659,"Austin, TX"
293,@UrbanResilience,"Green infrastructure projects reduce flooding in Seattle, WA.",47.592139,-122.338817,"Seattle, WA"
294,@ParksAndPeople,"Traffic signal timing optimized for smoother flow in Miami, FL.",25.77438,-80.172457,"Miami, FL"
295,@PublicHealthNow,"City health department launches air quality dashboard in Charlotte, NC.",35.221639,-80.845601,"Charlotte, NC"
296,@CityObserver,"Mobile vaccine unit returns this weekend in Boston, MA. Walk-ins welcome.",42.345293,-71.048704,"Boston, MA"
297,@GreenPulse,"Coding bootcamp enrollment surges in Miami, FL.",25.752968,-80.182992,"Miami, FL"
298,@UrbanResilience,"City installs smart streetlights to save energy in Miami, FL.",25.74291,-80.207698,"Miami, FL"
299,@GreenPulse,"Traffic signal timing optimized for smoother flow in Houston, TX.",29.75053,-95.380509,"Houston, TX"
300,@SmartCityHub,"Coding bootcamp enrollment surges in Dallas, TX.",32.79613,-96.806071,"Dallas, TX"
301,@ClimateActionUS,"New mobility app integrates all transit modes in Chicago, IL.",41.870579,-87.614621,"Chicago, IL"
302,@CommunityWorks,"Open data portal in San Diego, CA now features live traffic feeds.",32.719983,-117.145327,"San Diego, CA"
303,@CommunityWorks,"Weekend rail service improved in Columbus, OH.",39.978915,-82.997171,"Columbus, OH"
304,@NeighborhoodNews,"IoT sensors deployed to monitor water leaks in Washington, DC.",38.889281,-77.042379,"Washington, DC"
305,@MobilityMatters,"New mobility app integrates all transit modes in Washington, DC.",38.902025,-77.054069,"Washington, DC"
306,@GeoInsights,"University in San Jose, CA expands AI for sustainability courses.",37.340508,-121.869333,"San Jose, CA"
307,@EduVoice,"Protected bike lanes expand downtown New York, NY.",40.731823,-73.994196,"New York, NY"
308,@HealthMatters,"High school introduces new STEM lab in Chicago, IL.",41.888191,-87.646349,"Chicago, IL"
309,@EduVoice,"Farmers market in Chicago, IL adds local artisans this season.",41.887426,-87.624016,"Chicago, IL"
310,@TeachToday,"Farmers market in Philadelphia, PA adds local artisans this season.",39.969327,-75.169269,"Philadelphia, PA"
311,@MobilityMatters,"Farmers market in Los Angeles, CA adds local artisans this season.",34.068411,-118.242656,"Los Angeles, CA"
312,@UrbanMapper,"Weekend rail service improved in Columbus, OH.",39.958069,-82.982611,"Columbus, OH"
313,@HealthMatters,"Green infrastructure projects reduce flooding in Chicago, IL.",41.862606,-87.612032,"Chicago, IL"
314,@UrbanMapper,"Block party celebrates diverse neighborhoods in San Francisco, CA.",37.786588,-122.405205,"San Francisco, CA"
315,@TransitTracker,"IoT sensors deployed to monitor water leaks in New York, NY.",40.726769,-74.019374,"New York, NY"
316,@EdTechToday,"Clean air campaign gains traction in Los Angeles, CA neighborhoods.",34.038554,-118.256603,"Los Angeles, CA"
317,@EduVoice,"Public health team expands food safety inspections in Boston, MA.",42.370093,-71.061782,"Boston, MA"
318,@PublicHealthNow,"Mobile vaccine unit returns this weekend in Denver, CO. Walk-ins welcome.",39.753336,-104.984957,"Denver, CO"
319,@WaterWatchUSA,"Recycling rates rise 146% after new policy rollout in Jacksonville, FL.",30.326936,-81.654517,"Jacksonville, FL"
320,@WaterWatchUSA,"Recycling rates rise 4,204% after new policy rollout in Seattle, WA.",47.591595,-122.320701,"Seattle, WA"
321,@CityObserver,"Protected bike lanes expand downtown San Diego, CA.",32.716837,-117.179857,"San Diego, CA"
322,@CivicSense,"Community college in San Diego, CA offers new GIS certification program.",32.695779,-117.147736,"San Diego, CA"
323,@ParksAndPeople,"Civic engagement workshop planned for youth in Denver, CO.",39.729246,-104.988849,"Denver, CO"
324,@NeighborhoodNews,"Community college in New York, NY offers new GIS certification program.",40.697556,-74.004879,"New York, NY"
325,@ParksAndPeople,"Protected bike lanes expand downtown Miami, FL.",25.773921,-80.209971,"Miami, FL"
326,@CommunityWorks,"Public health team expands food safety inspections in Chicago, IL.",41.894002,-87.627072,"Chicago, IL"
327,@EduVoice,"Teachers in Jacksonville, FL receive innovation grants for classroom tech.",30.334251,-81.661481,"Jacksonville, FL"
328,@OpenDataLab,"Recycling rates rise 3,865% after new policy rollout in Dallas, TX.",32.766359,-96.80022,"Dallas, TX"
329,@PublicHealthNow,"High school introduces new STEM lab in San Diego, CA.",32.707373,-117.179174,"San Diego, CA"
330,@PublicHealthNow,"Weekend rail service improved in Austin, TX.",30.268502,-97.752153,"Austin, TX"
331,@EduVoice,"Mobile vaccine unit returns this weekend in Seattle, WA. Walk-ins welcome.",47.608975,-122.32175,"Seattle, WA"
332,@GeoInsights,"Volunteers removed 4,104 pounds of trash from rivers in Charlotte, NC.",35.213228,-80.836144,"Charlotte, NC"
333,@PolicyWatch,"Block party celebrates diverse neighborhoods in Los Angeles, CA.",34.051972,-118.235424,"Los Angeles, CA"
334,@ClimateActionUS,"Community college in Phoenix, AZ offers new GIS certification program.",33.460586,-112.074973,"Phoenix, AZ"
335,@NeighborhoodNews,"Teachers in Phoenix, AZ receive innovation grants for classroom tech.",33.436707,-112.075114,"Phoenix, AZ"
336,@MobilityMatters,"Coding bootcamp enrollment surges in San Francisco, CA.",37.781676,-122.40157,"San Francisco, CA"
337,@SmartCityHub,"Coding bootcamp enrollment surges in San Antonio, TX.",29.426176,-98.474897,"San Antonio, TX"
338,@UrbanResilience,"Weekend rail service improved in New York, NY.",40.694612,-74.022173,"New York, NY"
339,@GreenPulse,"Urban tree canopy expansion adds shade in San Antonio, TX.",29.406526,-98.504077,"San Antonio, TX"
340,@TransitTracker,"Mental health awareness walk happening downtown Jacksonville, FL this Saturday.",30.330728,-81.63908,"Jacksonville, FL"
341,@TeachToday,"Open data portal in Columbus, OH now features live traffic feeds.",39.978626,-83.015737,"Columbus, OH"
342,@UrbanResilience,"Civic engagement workshop planned for youth in San Francisco, CA.",37.785688,-122.408323,"San Francisco, CA"
343,@WaterWatchUSA,"Open data portal in Boston, MA now features live traffic feeds.",42.354023,-71.054472,"Boston, MA"
344,@ClimateActionUS,"Mobile vaccine unit returns this weekend in Washington, DC. Walk-ins welcome.",38.906937,-77.019285,"Washington, DC"
345,@GeoInsights,"City installs smart streetlights to save energy in Jacksonville, FL.",30.315326,-81.667844,"Jacksonville, FL"
346,@CommunityWorks,"Green infrastructure projects reduce flooding in Philadelphia, PA.",39.961618,-75.171759,"Philadelphia, PA"
347,@EdTechToday,"Urban tree canopy expansion adds shade in New York, NY.",40.713372,-74.003754,"New York, NY"
348,@OpenDataLab,"Open data portal in Boston, MA now features live traffic feeds.",42.365603,-71.043171,"Boston, MA"
349,@CivicSense,"City health department launches air quality dashboard in Columbus, OH.",39.953131,-82.99003,"Columbus, OH"
350,@CleanAirNow,"Urban tree canopy expansion adds shade in Houston, TX.",29.742333,-95.382087,"Houston, TX"
351,@WaterWatchUSA,"Public health team expands food safety inspections in Houston, TX.",29.7407,-95.38234,"Houston, TX"
352,@GreenPulse,"Recycling rates rise 3,221% after new policy rollout in Phoenix, AZ.",33.456154,-112.089854,"Phoenix, AZ"
353,@PublicHealthNow,"Teachers in San Jose, CA receive innovation grants for classroom tech.",37.354222,-121.879181,"San Jose, CA"
354,@ClimateActionUS,"Clean air campaign gains traction in Washington, DC neighborhoods.",38.912571,-77.048271,"Washington, DC"
355,@UrbanMapper,"Public health team expands food safety inspections in San Jose, CA.",37.336586,-121.877205,"San Jose, CA"
356,@HealthMatters,"City installs smart streetlights to save energy in Los Angeles, CA.",34.040574,-118.245214,"Los Angeles, CA"
357,@UrbanMapper,"Coding bootcamp enrollment surges in Chicago, IL.",41.890474,-87.647005,"Chicago, IL"
358,@GeoInsights,"New community clinic opens in Austin, TX with extended evening hours. Access matters.",30.282584,-97.729512,"Austin, TX"
359,@CivicSense,"City installs smart streetlights to save energy in Jacksonville, FL.",30.332227,-81.673663,"Jacksonville, FL"
360,@NeighborhoodNews,"Mental health awareness walk happening downtown San Francisco, CA this Saturday.",37.782259,-122.404642,"San Francisco, CA"
361,@NeighborhoodNews,"City health department launches air quality dashboard in San Jose, CA.",37.353256,-121.867988,"San Jose, CA"
362,@MobilityMatters,"IoT sensors deployed to monitor water leaks in Washington, DC.",38.889072,-77.035485,"Washington, DC"
363,@EduVoice,"Clean air campaign gains traction in Columbus, OH neighborhoods.",39.964893,-82.995912,"Columbus, OH"
364,@EdTechToday,"Weekend rail service improved in New York, NY.",40.694732,-73.992132,"New York, NY"
365,@CleanAirNow,"Community college in Seattle, WA offers new GIS certification program.",47.59739,-122.334234,"Seattle, WA"
366,@HealthMatters,"Volunteers removed 3,502 pounds of trash from rivers in Miami, FL.",25.749193,-80.185688,"Miami, FL"
367,@EdTechToday,"Transit ridership up 637% in San Antonio, TX after new pass program.",29.419559,-98.501489,"San Antonio, TX"
368,@PublicHealthNow,"Mobile vaccine unit returns this weekend in Denver, CO. Walk-ins welcome.",39.728189,-104.975767,"Denver, CO"
369,@CleanAirNow,"Green infrastructure projects reduce flooding in San Antonio, TX.",29.434939,-98.49118,"San Antonio, TX"
370,@TransitTracker,"Mental health awareness walk happening downtown Phoenix, AZ this Saturday.",33.464191,-112.076365,"Phoenix, AZ"
371,@RideBetter,"City installs smart streetlights to save energy in Miami, FL.",25.774399,-80.197594,"Miami, FL"
372,@UrbanResilience,"Teachers in Columbus, OH receive innovation grants for classroom tech.",39.95439,-82.991157,"Columbus, OH"
373,@ClimateActionUS,"Mobile vaccine unit returns this weekend in Jacksonville, FL. Walk-ins welcome.",30.320246,-81.646218,"Jacksonville, FL"
374,@CleanAirNow,"Farmers market in Boston, MA adds local artisans this season.",42.344173,-71.06289,"Boston, MA"
375,@MobilityMatters,"Weekend rail service improved in Columbus, OH.",39.958339,-82.992446,"Columbus, OH"
376,@CleanAirNow,"Recycling rates rise 632% after new policy rollout in San Francisco, CA.",37.77676,-122.413604,"San Francisco, CA"
377,@RideBetter,"New community clinic opens in Philadelphia, PA with extended evening hours. Access matters.",39.961286,-75.180733,"Philadelphia, PA"
378,@CommunityWorks,"Civic engagement workshop planned for youth in Columbus, OH.",39.955588,-82.995004,"Columbus, OH"
379,@EdTechToday,"Green infrastructure projects reduce flooding in San Diego, CA.",32.697862,-117.151394,"San Diego, CA"
380,@UrbanMapper,"Recycling rates rise 855% after new policy rollout in New York, NY.",40.699013,-73.997636,"New York, NY"
381,@CityObserver,"Teachers in Phoenix, AZ receive innovation grants for classroom tech.",33.449616,-112.07432,"Phoenix, AZ"
382,@PolicyWatch,"Protected bike lanes expand downtown Jacksonville, FL.",30.332267,-81.662428,"Jacksonville, FL"
383,@PublicHealthNow,"Mobile vaccine unit returns this weekend in Denver, CO. Walk-ins welcome.",39.737053,-104.984637,"Denver, CO"
384,@CivicSense,"Open data portal in San Antonio, TX now features live traffic feeds.",29.422484,-98.510642,"San Antonio, TX"
385,@ParksAndPeople,"Traffic signal timing optimized for smoother flow in Miami, FL.",25.761444,-80.172198,"Miami, FL"
386,@ClimateActionUS,"Clean air campaign gains traction in San Jose, CA neighborhoods.",37.351689,-121.880941,"San Jose, CA"
387,@GeoInsights,"City health department launches air quality dashboard in Miami, FL.",25.755836,-80.182143,"Miami, FL"
388,@ClimateActionUS,"University in San Jose, CA expands AI for sustainability courses.",37.348183,-121.894823,"San Jose, CA"
389,@TeachToday,"New community clinic opens in Denver, CO with extended evening hours. Access matters.",39.739675,-104.996484,"Denver, CO"
390,@UrbanMapper,"Block party celebrates diverse neighborhoods in Phoenix, AZ.",33.429452,-112.083032,"Phoenix, AZ"
391,@CivicSense,"Mobile vaccine unit returns this weekend in Austin, TX. Walk-ins welcome.",30.283235,-97.746478,"Austin, TX"
392,@GreenPulse,"Open data portal in Phoenix, AZ now features live traffic feeds.",33.452253,-112.061026,"Phoenix, AZ"
393,@PublicHealthNow,"Teachers in Chicago, IL receive innovation grants for classroom tech.",41.86101,-87.614655,"Chicago, IL"
394,@SmartUrbanist,"Digital twin pilot launched for flood management in Seattle, WA.",47.59447,-122.313227,"Seattle, WA"
395,@NeighborhoodNews,"City installs smart streetlights to save energy in Seattle, WA.",47.619104,-122.323881,"Seattle, WA"
396,@CleanAirNow,"City health department launches air quality dashboard in Houston, TX.",29.777993,-95.375331,"Houston, TX"
397,@CivicSense,"City installs smart streetlights to save energy in San Jose, CA.",37.349889,-121.899393,"San Jose, CA"
398,@TeachToday,"Teachers in Jacksonville, FL receive innovation grants for classroom tech.",30.324841,-81.662854,"Jacksonville, FL"
399,@SmartUrbanist,"Coding bootcamp enrollment surges in Denver, CO.",39.745379,-104.997681,"Denver, CO"
400,@PublicHealthNow,"University in Denver, CO expands AI for sustainability courses.",39.740105,-104.973868,"Denver, CO"
401,@CommunityWorks,"Block party celebrates diverse neighborhoods in Dallas, TX.",32.790366,-96.801011,"Dallas, TX"
402,@PolicyWatch,"New mobility app integrates all transit modes in Boston, MA.",42.370388,-71.064824,"Boston, MA"
403,@CleanAirNow,"Transit ridership up 4,341% in Austin, TX after new pass program.",30.286539,-97.736866,"Austin, TX"
404,@SmartUrbanist,"New community clinic opens in New York, NY with extended evening hours. Access matters.",40.727189,-74.004979,"New York, NY"
405,@TeachToday,"Neighborhood cleanup day in San Antonio, TX collects 1,793 bags of waste.",29.443839,-98.504638,"San Antonio, TX"
406,@MobilityMatters,"University in San Francisco, CA expands AI for sustainability courses.",37.779004,-122.423132,"San Francisco, CA"
407,@NeighborhoodNews,"Digital twin pilot launched for flood management in Dallas, TX.",32.766077,-96.812497,"Dallas, TX"
408,@PublicHealthNow,"High school introduces new STEM lab in Charlotte, NC.",35.242731,-80.845698,"Charlotte, NC"
409,@PolicyWatch,"Volunteers removed 4,469 pounds of trash from rivers in New York, NY.",40.732688,-74.009439,"New York, NY"
410,@UrbanMapper,"Teachers in Austin, TX receive innovation grants for classroom tech.",30.257021,-97.751462,"Austin, TX"
411,@TeachToday,"Neighborhood cleanup day in San Jose, CA collects 3,375 bags of waste.",37.328785,-121.881202,"San Jose, CA"
412,@EdTechToday,"Block party celebrates diverse neighborhoods in Denver, CO.",39.746467,-104.973997,"Denver, CO"
413,@MobilityMatters,"Electric buses roll out on city routes in Austin, TX.",30.285743,-97.754352,"Austin, TX"
414,@CityObserver,"Coding bootcamp enrollment surges in Houston, TX.",29.779498,-95.37428,"Houston, TX"
415,@CommunityWorks,"Protected bike lanes expand downtown Chicago, IL.",41.890736,-87.618347,"Chicago, IL"
416,@EduVoice,"Mental health awareness walk happening downtown Phoenix, AZ this Saturday.",33.450821,-112.092636,"Phoenix, AZ"
417,@CityObserver,"Farmers market in Washington, DC adds local artisans this season.",38.900412,-77.024459,"Washington, DC"
418,@SmartCityHub,"Electric buses roll out on city routes in Seattle, WA.",47.591619,-122.337778,"Seattle, WA"
419,@CommunityWorks,"Digital twin pilot launched for flood management in Columbus, OH.",39.966364,-83.001112,"Columbus, OH"
420,@UrbanResilience,"Protected bike lanes expand downtown Charlotte, NC.",35.23262,-80.856503,"Charlotte, NC"
421,@OpenDataLab,"Transit ridership up 4,260% in San Diego, CA after new pass program.",32.702387,-117.141667,"San Diego, CA"
422,@TeachToday,"Mental health awareness walk happening downtown Philadelphia, PA this Saturday.",39.950161,-75.150838,"Philadelphia, PA"
423,@OpenDataLab,"Mobile vaccine unit returns this weekend in Jacksonville, FL. Walk-ins welcome.",30.337056,-81.655581,"Jacksonville, FL"
424,@EdTechToday,"Transit ridership up 3,761% in San Francisco, CA after new pass program.",37.757635,-122.4215,"San Francisco, CA"
425,@HealthMatters,"Green infrastructure projects reduce flooding in Seattle, WA.",47.615161,-122.336844,"Seattle, WA"
426,@ClimateActionUS,"Green infrastructure projects reduce flooding in Philadelphia, PA.",39.952871,-75.146442,"Philadelphia, PA"
427,@GreenPulse,"Traffic signal timing optimized for smoother flow in San Francisco, CA.",37.773317,-122.422818,"San Francisco, CA"
428,@HealthMatters,"Weekend rail service improved in Seattle, WA.",47.59861,-122.33677,"Seattle, WA"
429,@EduVoice,"Traffic signal timing optimized for smoother flow in Los Angeles, CA.",34.032607,-118.245538,"Los Angeles, CA"
430,@ClimateActionUS,"Green infrastructure projects reduce flooding in Los Angeles, CA.",34.071865,-118.242597,"Los Angeles, CA"
431,@CleanAirNow,"Mental health awareness walk happening downtown Columbus, OH this Saturday.",39.961156,-83.004714,"Columbus, OH"
432,@EduVoice,"Volunteers removed 1,311 pounds of trash from rivers in Seattle, WA.",47.597509,-122.336823,"Seattle, WA"
433,@RideBetter,"Transit ridership up 1,850% in Chicago, IL after new pass program.",41.887191,-87.614096,"Chicago, IL"
434,@OpenDataLab,"Coding bootcamp enrollment surges in Jacksonville, FL.",30.334442,-81.660461,"Jacksonville, FL"
435,@PolicyWatch,"Community college in San Jose, CA offers new GIS certification program.",37.350791,-121.874182,"San Jose, CA"
436,@MobilityMatters,"Urban tree canopy expansion adds shade in Philadelphia, PA.",39.961729,-75.183281,"Philadelphia, PA"
437,@CommunityWorks,"Teachers in Washington, DC receive innovation grants for classroom tech.",38.923695,-77.028231,"Washington, DC"
438,@OpenDataLab,"Farmers market in Jacksonville, FL adds local artisans this season.",30.313291,-81.648091,"Jacksonville, FL"
439,@RideBetter,"New mobility app integrates all transit modes in Columbus, OH.",39.970505,-82.982964,"Columbus, OH"
440,@CityObserver,"Community college in Charlotte, NC offers new GIS certification program.",35.245508,-80.833642,"Charlotte, NC"
441,@CivicSense,"Teachers in Dallas, TX receive innovation grants for classroom tech.",32.766408,-96.777284,"Dallas, TX"
442,@TransitTracker,"Block party celebrates diverse neighborhoods in Dallas, TX.",32.785277,-96.777816,"Dallas, TX"
443,@GreenPulse,"Recycling rates rise 3,719% after new policy rollout in San Francisco, CA.",37.77494,-122.431442,"San Francisco, CA"
444,@GeoInsights,"Block party celebrates diverse neighborhoods in Dallas, TX.",32.795095,-96.792266,"Dallas, TX"
445,@TeachToday,"High school introduces new STEM lab in Los Angeles, CA.",34.067365,-118.254918,"Los Angeles, CA"
446,@TeachToday,"University in Chicago, IL expands AI for sustainability courses.",41.886841,-87.625795,"Chicago, IL"
447,@NeighborhoodNews,"University in Columbus, OH expands AI for sustainability courses.",39.97712,-82.988847,"Columbus, OH"
448,@NeighborhoodNews,"Traffic signal timing optimized for smoother flow in Miami, FL.",25.77909,-80.192228,"Miami, FL"
449,@SmartUrbanist,"Public health team expands food safety inspections in Charlotte, NC.",35.227359,-80.833268,"Charlotte, NC"
450,@CleanAirNow,"Urban tree canopy expansion adds shade in Phoenix, AZ.",33.46466,-112.081165,"Phoenix, AZ"
451,@CivicSense,"Community garden program expands to San Francisco, CA’s west side.",37.787713,-122.405465,"San Francisco, CA"
452,@EdTechToday,"City installs smart streetlights to save energy in Austin, TX.",30.268087,-97.740775,"Austin, TX"
453,@SmartCityHub,"Farmers market in Columbus, OH adds local artisans this season.",39.950405,-82.992053,"Columbus, OH"
454,@ClimateActionUS,"Weekend rail service improved in Phoenix, AZ.",33.457733,-112.06433,"Phoenix, AZ"
455,@OpenDataLab,"Electric buses roll out on city routes in Charlotte, NC.",35.243447,-80.846773,"Charlotte, NC"
456,@ParksAndPeople,"New community clinic opens in Austin, TX with extended evening hours. Access matters.",30.28416,-97.744184,"Austin, TX"
457,@MobilityMatters,"City health department launches air quality dashboard in Jacksonville, FL.",30.329649,-81.667721,"Jacksonville, FL"
458,@GreenPulse,"Community college in Boston, MA offers new GIS certification program.",42.348434,-71.068173,"Boston, MA"
459,@TransitTracker,"Coding bootcamp enrollment surges in Chicago, IL.",41.887864,-87.631682,"Chicago, IL"
460,@UrbanResilience,"Protected bike lanes expand downtown San Diego, CA.",32.710588,-117.14432,"San Diego, CA"
461,@GreenPulse,"Public health team expands food safety inspections in Washington, DC.",38.902089,-77.022735,"Washington, DC"
462,@ParksAndPeople,"Mental health awareness walk happening downtown New York, NY this Saturday.",40.694553,-74.000415,"New York, NY"
463,@TeachToday,"Traffic signal timing optimized for smoother flow in Boston, MA.",42.346108,-71.048485,"Boston, MA"
464,@SmartCityHub,"Protected bike lanes expand downtown Houston, TX.",29.758567,-95.366512,"Houston, TX"
465,@ClimateActionUS,"Traffic signal timing optimized for smoother flow in Austin, TX.",30.277204,-97.761889,"Austin, TX"
466,@EdTechToday,"Electric buses roll out on city routes in San Diego, CA.",32.709815,-117.146183,"San Diego, CA"
467,@PolicyWatch,"Public health team expands food safety inspections in Chicago, IL.",41.888013,-87.614482,"Chicago, IL"
468,@SmartCityHub,"Farmers market in Houston, TX adds local artisans this season.",29.767354,-95.385562,"Houston, TX"
469,@ParksAndPeople,"City health department launches air quality dashboard in San Jose, CA.",37.324846,-121.879847,"San Jose, CA"
470,@CleanAirNow,"Traffic signal timing optimized for smoother flow in Los Angeles, CA.",34.056451,-118.249105,"Los Angeles, CA"
471,@MobilityMatters,"Digital twin pilot launched for flood management in Austin, TX.",30.271876,-97.758974,"Austin, TX"
472,@ClimateActionUS,"Digital twin pilot launched for flood management in Dallas, TX.",32.790575,-96.793505,"Dallas, TX"
473,@SmartUrbanist,"City installs smart streetlights to save energy in Denver, CO.",39.723456,-104.983625,"Denver, CO"
474,@WaterWatchUSA,"Coding bootcamp enrollment surges in Chicago, IL.",41.868574,-87.627077,"Chicago, IL"
475,@OpenDataLab,"Teachers in Phoenix, AZ receive innovation grants for classroom tech.",33.435446,-112.091895,"Phoenix, AZ"
476,@UrbanResilience,"New mobility app integrates all transit modes in Denver, CO.",39.72469,-104.977305,"Denver, CO"
